"PassengerId","Survived","Age","Fare","Family_size","Pclass_2","Pclass_3","Embarked_Q","Embarked_S","Title_Master","Title_Military","Title_Miss","Title_Mr","Title_Mrs","Title_Nobility","Title_Rev","Sex_male"
362,"0",29,27.7208,2,1,0,0,0,0,0,0,1,0,0,0,1
363,"0",45,14.4542,2,0,1,0,0,0,0,0,0,1,0,0,0
364,"0",35,7.05,1,0,1,0,1,0,0,0,1,0,0,0,1
365,"0",34.8214285714286,15.5,2,0,1,1,0,0,0,0,1,0,0,0,1
366,"0",30,7.25,1,0,1,0,1,0,0,0,1,0,0,0,1
367,"1",60,75.25,2,0,0,0,0,0,0,0,0,1,0,0,0
368,"1",33.5,7.2292,1,0,1,0,0,0,0,0,0,1,0,0,0
369,"1",23.9,7.75,1,0,1,1,0,0,0,1,0,0,0,0,0
370,"1",24,69.3,1,0,0,0,0,0,0,0,0,1,0,0,0
371,"1",25,55.4417,2,0,0,0,0,0,0,0,1,0,0,0,1
372,"0",18,6.4958,2,0,1,0,1,0,0,0,1,0,0,0,1
373,"0",19,8.05,1,0,1,0,1,0,0,0,1,0,0,0,1
374,"0",22,135.6333,1,0,0,0,0,0,0,0,1,0,0,0,1
375,"0",3,21.075,5,0,1,0,1,0,0,1,0,0,0,0,0
376,"1",43.6923076923077,82.1708,2,0,0,0,0,0,0,0,0,1,0,0,0
377,"1",22,7.25,1,0,1,0,1,0,0,1,0,0,0,0,0
378,"0",27,211.5,3,0,0,0,0,0,0,0,1,0,0,0,1
379,"0",20,4.0125,1,0,1,0,0,0,0,0,1,0,0,0,1
380,"0",19,7.775,1,0,1,0,1,0,0,0,1,0,0,0,1
381,"1",42,227.525,1,0,0,0,0,0,0,1,0,0,0,0,0
382,"1",1,15.7417,3,0,1,0,0,0,0,1,0,0,0,0,0
383,"0",32,7.925,1,0,1,0,1,0,0,0,1,0,0,0,1
384,"1",35,52,2,0,0,0,1,0,0,0,0,1,0,0,0
385,"0",27.3461538461538,7.8958,1,0,1,0,1,0,0,0,1,0,0,0,1
386,"0",18,73.5,1,1,0,0,1,0,0,0,1,0,0,0,1
387,"0",1,46.9,8,0,1,0,1,1,0,0,0,0,0,0,1
388,"1",36,13,1,1,0,0,1,0,0,1,0,0,0,0,0
389,"0",34.4230769230769,7.7292,1,0,1,1,0,0,0,0,1,0,0,0,1
390,"1",17,12,1,1,0,0,0,0,0,1,0,0,0,0,0
391,"1",36,120,4,0,0,0,1,0,0,0,1,0,0,0,1
392,"1",21,7.7958,1,0,1,0,1,0,0,0,1,0,0,0,1
393,"0",28,7.925,3,0,1,0,1,0,0,0,1,0,0,0,1
394,"1",23,113.275,2,0,0,0,0,0,0,1,0,0,0,0,0
395,"1",24,16.7,3,0,1,0,1,0,0,0,0,1,0,0,0
396,"0",22,7.7958,1,0,1,0,1,0,0,0,1,0,0,0,1
397,"0",31,7.8542,1,0,1,0,1,0,0,1,0,0,0,0,0
398,"0",46,26,1,1,0,0,1,0,0,0,1,0,0,0,1
399,"0",23,10.5,1,1,0,0,1,0,0,0,0,0,0,0,1
400,"1",28,12.65,1,1,0,0,1,0,0,0,0,1,0,0,0
401,"1",39,7.925,1,0,1,0,1,0,0,0,1,0,0,0,1
402,"0",26,8.05,1,0,1,0,1,0,0,0,1,0,0,0,1
403,"0",21,9.825,2,0,1,0,1,0,0,1,0,0,0,0,0
404,"0",28,15.85,2,0,1,0,1,0,0,0,1,0,0,0,1
405,"0",20,8.6625,1,0,1,0,1,0,0,1,0,0,0,0,0
406,"0",34,21,2,1,0,0,1,0,0,0,1,0,0,0,1
407,"0",51,7.75,1,0,1,0,1,0,0,0,1,0,0,0,1
408,"1",3,18.75,3,1,0,0,1,1,0,0,0,0,0,0,1
409,"0",21,7.775,1,0,1,0,1,0,0,0,1,0,0,0,1
410,"0",6.86928571428571,25.4667,5,0,1,0,1,0,0,1,0,0,0,0,0
411,"0",27.3461538461538,7.8958,1,0,1,0,1,0,0,0,1,0,0,0,1
412,"0",33.0769230769231,6.8583,1,0,1,1,0,0,0,0,1,0,0,0,1
413,"1",33,90,2,0,0,1,0,0,0,1,0,0,0,0,0
414,"0",31.4166666666667,0,1,1,0,0,1,0,0,0,1,0,0,0,1
415,"1",44,7.925,1,0,1,0,1,0,0,0,1,0,0,0,1
416,"0",33.7692307692308,8.05,1,0,1,0,1,0,0,0,0,1,0,0,0
417,"1",34,32.5,3,1,0,0,1,0,0,0,0,1,0,0,0
418,"1",18,13,3,1,0,0,1,0,0,1,0,0,0,0,0
419,"0",30,13,1,1,0,0,1,0,0,0,1,0,0,0,1
420,"0",10,24.15,3,0,1,0,1,0,0,1,0,0,0,0,0
421,"0",26.952380952381,7.8958,1,0,1,0,0,0,0,0,1,0,0,0,1
422,"0",21,7.7333,1,0,1,1,0,0,0,0,1,0,0,0,1
423,"0",29,7.875,1,0,1,0,1,0,0,0,1,0,0,0,1
424,"0",28,14.4,3,0,1,0,1,0,0,0,0,1,0,0,0
425,"0",18,20.2125,3,0,1,0,1,0,0,0,1,0,0,0,1
426,"0",30.5,7.25,1,0,1,0,1,0,0,0,1,0,0,0,1
427,"1",28,26,2,1,0,0,1,0,0,0,0,1,0,0,0
428,"1",19,26,1,1,0,0,1,0,0,1,0,0,0,0,0
429,"0",34.4230769230769,7.75,1,0,1,1,0,0,0,0,1,0,0,0,1
430,"1",32,8.05,1,0,1,0,1,0,0,0,1,0,0,0,1
431,"1",28,26.55,1,0,0,0,1,0,0,0,1,0,0,0,1
432,"1",29.4615384615385,16.1,2,0,1,0,1,0,0,0,0,1,0,0,0
433,"1",42,26,2,1,0,0,1,0,0,0,0,1,0,0,0
434,"0",17,7.125,1,0,1,0,1,0,0,0,1,0,0,0,1
435,"0",50,55.9,2,0,0,0,1,0,0,0,1,0,0,0,1
436,"1",14,120,4,0,0,0,1,0,0,1,0,0,0,0,0
437,"0",21,34.375,5,0,1,0,1,0,0,1,0,0,0,0,0
438,"1",24,18.75,6,1,0,0,1,0,0,0,0,1,0,0,0
439,"0",64,263,6,0,0,0,1,0,0,0,1,0,0,0,1
440,"0",31,10.5,1,1,0,0,1,0,0,0,1,0,0,0,1
441,"1",45,26.25,3,1,0,0,1,0,0,0,0,1,0,0,0
442,"0",20,9.5,1,0,1,0,1,0,0,0,1,0,0,0,1
443,"0",25,7.775,2,0,1,0,1,0,0,0,1,0,0,0,1
444,"1",28,13,1,1,0,0,1,0,0,1,0,0,0,0,0
445,"1",29.7083333333333,8.1125,1,0,1,0,1,0,0,0,1,0,0,0,1
446,"1",4,81.8583,3,0,0,0,1,1,0,0,0,0,0,0,1
447,"1",13,19.5,2,1,0,0,1,0,0,1,0,0,0,0,0
448,"1",34,26.55,1,0,0,0,1,0,0,0,1,0,0,0,1
449,"1",5,19.2583,4,0,1,0,0,0,0,1,0,0,0,0,0
450,"1",52,30.5,1,0,0,0,1,0,1,0,0,0,0,0,1
451,"0",36,27.75,4,1,0,0,1,0,0,0,1,0,0,0,1
452,"0",32.0384615384615,19.9667,2,0,1,0,1,0,0,0,1,0,0,0,1
453,"0",30,27.75,1,0,0,0,0,0,0,0,1,0,0,0,1
454,"1",49,89.1042,2,0,0,0,0,0,0,0,1,0,0,0,1
455,"0",30.0142857142857,8.05,1,0,1,0,1,0,0,0,1,0,0,0,1
456,"1",29,7.8958,1,0,1,0,0,0,0,0,1,0,0,0,1
457,"0",65,26.55,1,0,0,0,1,0,0,0,1,0,0,0,1
458,"1",37.4615384615385,51.8625,2,0,0,0,1,0,0,0,0,1,0,0,0
459,"1",50,10.5,1,1,0,0,1,0,0,1,0,0,0,0,0
460,"0",34.4230769230769,7.75,1,0,1,1,0,0,0,0,1,0,0,0,1
461,"1",48,26.55,1,0,0,0,1,0,0,0,1,0,0,0,1
462,"0",34,8.05,1,0,1,0,1,0,0,0,1,0,0,0,1
463,"0",47,38.5,1,0,0,0,1,0,0,0,1,0,0,0,1
464,"0",48,13,1,1,0,0,1,0,0,0,1,0,0,0,1
465,"0",30.0142857142857,8.05,1,0,1,0,1,0,0,0,1,0,0,0,1
466,"0",38,7.05,1,0,1,0,1,0,0,0,1,0,0,0,1
467,"0",31.4166666666667,0,1,1,0,0,1,0,0,0,1,0,0,0,1
468,"0",56,26.55,1,0,0,0,1,0,0,0,1,0,0,0,1
469,"0",34.4230769230769,7.725,1,0,1,1,0,0,0,0,1,0,0,0,1
470,"1",0.75,19.2583,4,0,1,0,0,0,0,1,0,0,0,0,0
471,"0",30.5,7.25,1,0,1,0,1,0,0,0,1,0,0,0,1
472,"0",38,8.6625,1,0,1,0,1,0,0,0,1,0,0,0,1
473,"1",33,27.75,4,1,0,0,1,0,0,0,0,1,0,0,0
474,"1",23,13.7917,1,1,0,0,0,0,0,0,0,1,0,0,0
475,"0",22,9.8375,1,0,1,0,1,0,0,1,0,0,0,0,0
476,"0",39.8461538461538,52,1,0,0,0,1,0,0,0,1,0,0,0,1
477,"0",34,21,2,1,0,0,1,0,0,0,1,0,0,0,1
478,"0",29,7.0458,2,0,1,0,1,0,0,0,1,0,0,0,1
479,"0",22,7.5208,1,0,1,0,1,0,0,0,1,0,0,0,1
480,"1",2,12.2875,2,0,1,0,1,0,0,1,0,0,0,0,0
481,"0",9,46.9,8,0,1,0,1,1,0,0,0,0,0,0,1
482,"0",31.4166666666667,0,1,1,0,0,1,0,0,0,1,0,0,0,1
483,"0",50,8.05,1,0,1,0,1,0,0,0,1,0,0,0,1
484,"1",63,9.5875,1,0,1,0,1,0,0,0,0,1,0,0,0
485,"1",25,91.0792,2,0,0,0,0,0,0,0,1,0,0,0,1
486,"0",6.86928571428571,25.4667,5,0,1,0,1,0,0,1,0,0,0,0,0
487,"1",35,90,2,0,0,0,1,0,0,0,0,1,0,0,0
488,"0",58,29.7,1,0,0,0,0,0,0,0,1,0,0,0,1
489,"0",30,8.05,1,0,1,0,1,0,0,0,1,0,0,0,1
490,"1",9,15.9,3,0,1,0,1,1,0,0,0,0,0,0,1
491,"0",32.0384615384615,19.9667,2,0,1,0,1,0,0,0,1,0,0,0,1
492,"0",21,7.25,1,0,1,0,1,0,0,0,1,0,0,0,1
493,"0",55,30.5,1,0,0,0,1,0,0,0,1,0,0,0,1
494,"0",71,49.5042,1,0,0,0,0,0,0,0,1,0,0,0,1
495,"0",21,8.05,1,0,1,0,1,0,0,0,1,0,0,0,1
496,"0",25.7307692307692,14.4583,1,0,1,0,0,0,0,0,1,0,0,0,1
497,"1",54,78.2667,2,0,0,0,0,0,0,1,0,0,0,0,0
498,"0",26.4411764705882,15.1,1,0,1,0,1,0,0,0,1,0,0,0,1
499,"0",25,151.55,4,0,0,0,1,0,0,0,0,1,0,0,0
500,"0",24,7.7958,1,0,1,0,1,0,0,0,1,0,0,0,1
501,"0",17,8.6625,1,0,1,0,1,0,0,0,1,0,0,0,1
502,"0",21,7.75,1,0,1,1,0,0,0,1,0,0,0,0,0
503,"0",23.9,7.6292,1,0,1,1,0,0,0,1,0,0,0,0,0
504,"0",37,9.5875,1,0,1,0,1,0,0,1,0,0,0,0,0
505,"1",16,86.5,1,0,0,0,1,0,0,1,0,0,0,0,0
506,"0",18,108.9,2,0,0,0,0,0,0,0,1,0,0,0,1
507,"1",33,26,3,1,0,0,1,0,0,0,0,1,0,0,0
508,"1",46.4615384615385,26.55,1,0,0,0,1,0,0,0,1,0,0,0,1
509,"0",28,22.525,1,0,1,0,1,0,0,0,1,0,0,0,1
510,"1",26,56.4958,1,0,1,0,1,0,0,0,1,0,0,0,1
511,"1",29,7.75,1,0,1,1,0,0,0,0,1,0,0,0,1
512,"0",30.0142857142857,8.05,1,0,1,0,1,0,0,0,1,0,0,0,1
513,"1",36,26.2875,1,0,0,0,1,0,0,0,1,0,0,0,1
514,"1",54,59.4,2,0,0,0,0,0,0,0,0,1,0,0,0
515,"0",24,7.4958,1,0,1,0,1,0,0,0,1,0,0,0,1
516,"0",47,34.0208,1,0,0,0,1,0,0,0,1,0,0,0,1
517,"1",34,10.5,1,1,0,0,1,0,0,0,0,1,0,0,0
518,"0",34.4230769230769,24.15,1,0,1,1,0,0,0,0,1,0,0,0,1
519,"1",36,26,2,1,0,0,1,0,0,0,0,1,0,0,0
520,"0",32,7.8958,1,0,1,0,1,0,0,0,1,0,0,0,1
521,"1",30,93.5,1,0,0,0,1,0,0,1,0,0,0,0,0
522,"0",22,7.8958,1,0,1,0,1,0,0,0,1,0,0,0,1
523,"0",26.0555555555556,7.225,1,0,1,0,0,0,0,0,1,0,0,0,1
524,"1",44,57.9792,2,0,0,0,0,0,0,0,0,1,0,0,0
525,"0",26.0555555555556,7.2292,1,0,1,0,0,0,0,0,1,0,0,0,1
526,"0",40.5,7.75,1,0,1,1,0,0,0,0,1,0,0,0,1
527,"1",50,10.5,1,1,0,0,1,0,0,1,0,0,0,0,0
528,"0",38.8928571428571,221.7792,1,0,0,0,1,0,0,0,1,0,0,0,1
529,"0",39,7.925,1,0,1,0,1,0,0,0,1,0,0,0,1
530,"0",23,11.5,4,1,0,0,1,0,0,0,1,0,0,0,1
531,"1",2,26,3,1,0,0,1,0,0,1,0,0,0,0,0
532,"0",26.0555555555556,7.2292,1,0,1,0,0,0,0,0,1,0,0,0,1
533,"0",17,7.2292,3,0,1,0,0,0,0,0,1,0,0,0,1
534,"1",30.4615384615385,22.3583,3,0,1,0,0,0,0,0,0,1,0,0,0
535,"0",30,8.6625,1,0,1,0,1,0,0,1,0,0,0,0,0
536,"1",7,26.25,3,1,0,0,1,0,0,1,0,0,0,0,0
537,"0",45,26.55,1,0,0,0,1,0,1,0,0,0,0,0,1
538,"1",30,106.425,1,0,0,0,0,0,0,1,0,0,0,0,0
539,"0",26.4411764705882,14.5,1,0,1,0,1,0,0,0,1,0,0,0,1
540,"1",22,49.5,3,0,0,0,0,0,0,1,0,0,0,0,0
541,"1",36,71,3,0,0,0,1,0,0,1,0,0,0,0,0
542,"0",9,31.275,7,0,1,0,1,0,0,1,0,0,0,0,0
543,"0",11,31.275,7,0,1,0,1,0,0,1,0,0,0,0,0
544,"1",32,26,2,1,0,0,1,0,0,0,1,0,0,0,1
545,"0",50,106.425,2,0,0,0,0,0,0,0,1,0,0,0,1
546,"0",64,26,1,0,0,0,1,0,0,0,1,0,0,0,1
547,"1",19,26,2,1,0,0,1,0,0,0,0,1,0,0,0
548,"1",31.8076923076923,13.8625,1,1,0,0,0,0,0,0,1,0,0,0,1
549,"0",33,20.525,3,0,1,0,1,0,0,0,1,0,0,0,1
550,"1",8,36.75,3,1,0,0,1,1,0,0,0,0,0,0,1
551,"1",17,110.8833,3,0,0,0,0,0,0,0,1,0,0,0,1
552,"0",27,26,1,1,0,0,1,0,0,0,1,0,0,0,1
553,"0",34.4230769230769,7.8292,1,0,1,1,0,0,0,0,1,0,0,0,1
554,"1",22,7.225,1,0,1,0,0,0,0,0,1,0,0,0,1
555,"1",22,7.775,1,0,1,0,1,0,0,1,0,0,0,0,0
556,"0",62,26.55,1,0,0,0,1,0,0,0,1,0,0,0,1
557,"1",48,39.6,2,0,0,0,0,0,0,0,0,0,1,0,0
558,"0",38.8214285714286,227.525,1,0,0,0,0,0,0,0,1,0,0,0,1
559,"1",39,79.65,3,0,0,0,1,0,0,0,0,1,0,0,0
560,"1",36,17.4,2,0,1,0,1,0,0,0,0,1,0,0,0
561,"0",34.4230769230769,7.75,1,0,1,1,0,0,0,0,1,0,0,0,1
562,"0",40,7.8958,1,0,1,0,1,0,0,0,1,0,0,0,1
563,"0",28,13.5,1,1,0,0,1,0,0,0,1,0,0,0,1
564,"0",30.0142857142857,8.05,1,0,1,0,1,0,0,0,1,0,0,0,1
565,"0",23.4705882352941,8.05,1,0,1,0,1,0,0,1,0,0,0,0,0
566,"0",24,24.15,3,0,1,0,1,0,0,0,1,0,0,0,1
567,"0",19,7.8958,1,0,1,0,1,0,0,0,1,0,0,0,1
568,"0",29,21.075,5,0,1,0,1,0,0,0,0,1,0,0,0
569,"0",26.0555555555556,7.2292,1,0,1,0,0,0,0,0,1,0,0,0,1
570,"1",32,7.8542,1,0,1,0,1,0,0,0,1,0,0,0,1
571,"1",62,10.5,1,1,0,0,1,0,0,0,1,0,0,0,1
572,"1",53,51.4792,3,0,0,0,1,0,0,0,0,1,0,0,0
573,"1",36,26.3875,1,0,0,0,1,0,0,0,1,0,0,0,1
574,"1",23.9,7.75,1,0,1,1,0,0,0,1,0,0,0,0,0
575,"0",16,8.05,1,0,1,0,1,0,0,0,1,0,0,0,1
576,"0",19,14.5,1,0,1,0,1,0,0,0,1,0,0,0,1
577,"1",34,13,1,1,0,0,1,0,0,1,0,0,0,0,0
578,"1",39,55.9,2,0,0,0,1,0,0,0,0,1,0,0,0
579,"0",33.5,14.4583,2,0,1,0,0,0,0,0,0,1,0,0,0
580,"1",32,7.925,1,0,1,0,1,0,0,0,1,0,0,0,1
581,"1",25,30,3,1,0,0,1,0,0,1,0,0,0,0,0
582,"1",39,110.8833,3,0,0,0,0,0,0,0,0,1,0,0,0
583,"0",54,26,1,1,0,0,1,0,0,0,1,0,0,0,1
584,"0",36,40.125,1,0,0,0,0,0,0,0,1,0,0,0,1
585,"0",27.2272727272727,8.7125,1,0,1,0,0,0,0,0,1,0,0,0,1
586,"1",18,79.65,3,0,0,0,1,0,0,1,0,0,0,0,0
587,"0",47,15,1,1,0,0,1,0,0,0,1,0,0,0,1
588,"1",60,79.2,3,0,0,0,0,0,0,0,1,0,0,0,1
589,"0",22,8.05,1,0,1,0,1,0,0,0,1,0,0,0,1
590,"0",30.0142857142857,8.05,1,0,1,0,1,0,0,0,1,0,0,0,1
591,"0",35,7.125,1,0,1,0,1,0,0,0,1,0,0,0,1
592,"1",52,78.2667,2,0,0,0,0,0,0,0,0,1,0,0,0
593,"0",47,7.25,1,0,1,0,1,0,0,0,1,0,0,0,1
594,"0",23.0588235294118,7.75,3,0,1,1,0,0,0,1,0,0,0,0,0
595,"0",37,26,2,1,0,0,1,0,0,0,1,0,0,0,1
596,"0",36,24.15,3,0,1,0,1,0,0,0,1,0,0,0,1
597,"1",28.0294117647059,33,1,1,0,0,1,0,0,1,0,0,0,0,0
598,"0",49,0,1,0,1,0,1,0,0,0,1,0,0,0,1
599,"0",26.0555555555556,7.225,1,0,1,0,0,0,0,0,1,0,0,0,1
600,"1",49,56.9292,2,0,0,0,0,0,0,0,0,0,1,0,1
601,"1",24,27,4,1,0,0,1,0,0,0,0,1,0,0,0
602,"0",27.3461538461538,7.8958,1,0,1,0,1,0,0,0,1,0,0,0,1
603,"0",40.9230769230769,42.4,1,0,0,0,1,0,0,0,1,0,0,0,1
604,"0",44,8.05,1,0,1,0,1,0,0,0,1,0,0,0,1
605,"1",35,26.55,1,0,0,0,0,0,0,0,1,0,0,0,1
606,"0",36,15.55,2,0,1,0,1,0,0,0,1,0,0,0,1
607,"0",30,7.8958,1,0,1,0,1,0,0,0,1,0,0,0,1
608,"1",27,30.5,1,0,0,0,1,0,0,0,1,0,0,0,1
609,"1",22,41.5792,4,1,0,0,0,0,0,0,0,1,0,0,0
610,"1",40,153.4625,1,0,0,0,1,0,0,1,0,0,0,0,0
611,"0",39,31.275,7,0,1,0,1,0,0,0,0,1,0,0,0
612,"0",30.5714285714286,7.05,1,0,1,0,1,0,0,0,1,0,0,0,1
613,"1",22.9,15.5,2,0,1,1,0,0,0,1,0,0,0,0,0
614,"0",34.4230769230769,7.75,1,0,1,1,0,0,0,0,1,0,0,0,1
615,"0",35,8.05,1,0,1,0,1,0,0,0,1,0,0,0,1
616,"1",24,65,4,1,0,0,1,0,0,1,0,0,0,0,0
617,"0",34,14.4,3,0,1,0,1,0,0,0,1,0,0,0,1
618,"0",26,16.1,2,0,1,0,1,0,0,0,0,1,0,0,0
619,"1",4,39,4,1,0,0,1,0,0,1,0,0,0,0,0
620,"0",26,10.5,1,1,0,0,1,0,0,0,1,0,0,0,1
621,"0",27,14.4542,2,0,1,0,0,0,0,0,1,0,0,0,1
622,"1",42,52.5542,2,0,0,0,1,0,0,0,1,0,0,0,1
623,"1",20,15.7417,3,0,1,0,0,0,0,0,1,0,0,0,1
624,"0",21,7.8542,1,0,1,0,1,0,0,0,1,0,0,0,1
625,"0",21,16.1,1,0,1,0,1,0,0,0,1,0,0,0,1
626,"0",61,32.3208,1,0,0,0,1,0,0,0,1,0,0,0,1
627,"0",57,12.35,1,1,0,1,0,0,0,0,0,0,0,1,1
628,"1",21,77.9583,1,0,0,0,1,0,0,1,0,0,0,0,0
629,"0",26,7.8958,1,0,1,0,1,0,0,0,1,0,0,0,1
630,"0",34.4230769230769,7.7333,1,0,1,1,0,0,0,0,1,0,0,0,1
631,"1",80,30,1,0,0,0,1,0,0,0,1,0,0,0,1
632,"0",51,7.0542,1,0,1,0,1,0,0,0,1,0,0,0,1
633,"1",32,30.5,1,0,0,0,0,0,0,0,0,0,0,0,1
634,"0",43.0769230769231,0,1,0,0,0,1,0,0,0,1,0,0,0,1
635,"0",9,27.9,6,0,1,0,1,0,0,1,0,0,0,0,0
636,"1",28,13,1,1,0,0,1,0,0,1,0,0,0,0,0
637,"0",32,7.925,1,0,1,0,1,0,0,0,1,0,0,0,1
638,"0",31,26.25,3,1,0,0,1,0,0,0,1,0,0,0,1
639,"0",41,39.6875,6,0,1,0,1,0,0,0,0,1,0,0,0
640,"0",32.0384615384615,16.1,2,0,1,0,1,0,0,0,1,0,0,0,1
641,"0",20,7.8542,1,0,1,0,1,0,0,0,1,0,0,0,1
642,"1",24,69.3,1,0,0,0,0,0,0,1,0,0,0,0,0
643,"0",2,27.9,6,0,1,0,1,0,0,1,0,0,0,0,0
644,"1",28.6923076923077,56.4958,1,0,1,0,1,0,0,0,1,0,0,0,1
645,"1",0.75,19.2583,4,0,1,0,0,0,0,1,0,0,0,0,0
646,"1",48,76.7292,2,0,0,0,0,0,0,0,1,0,0,0,1
647,"0",19,7.8958,1,0,1,0,1,0,0,0,1,0,0,0,1
648,"1",56,35.5,1,0,0,0,0,0,1,0,0,0,0,0,1
649,"0",29.0769230769231,7.55,1,0,1,0,1,0,0,0,1,0,0,0,1
650,"1",23,7.55,1,0,1,0,1,0,0,1,0,0,0,0,0
651,"0",27.3461538461538,7.8958,1,0,1,0,1,0,0,0,1,0,0,0,1
652,"1",18,23,2,1,0,0,1,0,0,1,0,0,0,0,0
653,"0",21,8.4333,1,0,1,0,1,0,0,0,1,0,0,0,1
654,"1",23.5769230769231,7.8292,1,0,1,1,0,0,0,1,0,0,0,0,0
655,"0",18,6.75,1,0,1,1,0,0,0,1,0,0,0,0,0
656,"0",24,73.5,3,1,0,0,1,0,0,0,1,0,0,0,1
657,"0",27.3461538461538,7.8958,1,0,1,0,1,0,0,0,1,0,0,0,1
658,"0",32,15.5,3,0,1,1,0,0,0,0,0,1,0,0,0
659,"0",23,13,1,1,0,0,1,0,0,0,1,0,0,0,1
660,"0",58,113.275,3,0,0,0,0,0,0,0,1,0,0,0,1
661,"1",50,133.65,3,0,0,0,1,0,0,0,0,0,0,0,1
662,"0",40,7.225,1,0,1,0,0,0,0,0,1,0,0,0,1
663,"0",47,25.5875,1,0,0,0,1,0,0,0,1,0,0,0,1
664,"0",36,7.4958,1,0,1,0,1,0,0,0,1,0,0,0,1
665,"1",20,7.925,2,0,1,0,1,0,0,0,1,0,0,0,1
666,"0",32,73.5,3,1,0,0,1,0,0,0,1,0,0,0,1
667,"0",25,13,1,1,0,0,1,0,0,0,1,0,0,0,1
668,"0",27.8666666666667,7.775,1,0,1,0,1,0,0,0,1,0,0,0,1
669,"0",43,8.05,1,0,1,0,1,0,0,0,1,0,0,0,1
670,"1",37.4615384615385,52,2,0,0,0,1,0,0,0,0,1,0,0,0
671,"1",40,39,3,1,0,0,1,0,0,0,0,1,0,0,0
672,"0",31,52,2,0,0,0,1,0,0,0,1,0,0,0,1
673,"0",70,10.5,1,1,0,0,1,0,0,0,1,0,0,0,1
674,"1",31,13,1,1,0,0,1,0,0,0,1,0,0,0,1
675,"0",31.4166666666667,0,1,1,0,0,1,0,0,0,1,0,0,0,1
676,"0",18,7.775,1,0,1,0,1,0,0,0,1,0,0,0,1
677,"0",24.5,8.05,1,0,1,0,1,0,0,0,1,0,0,0,1
678,"1",18,9.8417,1,0,1,0,1,0,0,1,0,0,0,0,0
679,"0",43,46.9,8,0,1,0,1,0,0,0,0,1,0,0,0
680,"1",36,512.3292,2,0,0,0,0,0,0,0,1,0,0,0,1
681,"0",22.9642857142857,8.1375,1,0,1,1,0,0,0,1,0,0,0,0,0
682,"1",27,76.7292,1,0,0,0,0,0,0,0,1,0,0,0,1
683,"0",20,9.225,1,0,1,0,1,0,0,0,1,0,0,0,1
684,"0",14,46.9,8,0,1,0,1,0,0,0,1,0,0,0,1
685,"0",60,39,3,1,0,0,1,0,0,0,1,0,0,0,1
686,"0",25,41.5792,4,1,0,0,0,0,0,0,1,0,0,0,1
687,"0",14,39.6875,6,0,1,0,1,0,0,0,1,0,0,0,1
688,"0",19,10.1708,1,0,1,0,1,0,0,0,1,0,0,0,1
689,"0",18,7.7958,1,0,1,0,1,0,0,0,1,0,0,0,1
690,"1",15,211.3375,2,0,0,0,1,0,0,1,0,0,0,0,0
691,"1",31,57,2,0,0,0,1,0,0,0,1,0,0,0,1
692,"1",4,13.4167,2,0,1,0,0,0,0,1,0,0,0,0,0
693,"1",28.6923076923077,56.4958,1,0,1,0,1,0,0,0,1,0,0,0,1
694,"0",25,7.225,1,0,1,0,0,0,0,0,1,0,0,0,1
695,"0",60,26.55,1,0,0,0,1,0,1,0,0,0,0,0,1
696,"0",52,13.5,1,1,0,0,1,0,0,0,1,0,0,0,1
697,"0",44,8.05,1,0,1,0,1,0,0,0,1,0,0,0,1
698,"1",23.9,7.7333,1,0,1,1,0,0,0,1,0,0,0,0,0
699,"0",49,110.8833,3,0,0,0,0,0,0,0,1,0,0,0,1
700,"0",42,7.65,1,0,1,0,1,0,0,0,1,0,0,0,1
701,"1",18,227.525,2,0,0,0,0,0,0,0,0,1,0,0,0
702,"1",35,26.2875,1,0,0,0,1,0,0,0,1,0,0,0,1
703,"0",18,14.4542,2,0,1,0,0,0,0,1,0,0,0,0,0
704,"0",25,7.7417,1,0,1,1,0,0,0,0,1,0,0,0,1
705,"0",26,7.8542,2,0,1,0,1,0,0,0,1,0,0,0,1
706,"0",39,26,1,1,0,0,1,0,0,0,1,0,0,0,1
707,"1",45,13.5,1,1,0,0,1,0,0,0,0,1,0,0,0
708,"1",42,26.2875,1,0,0,0,1,0,0,0,1,0,0,0,1
709,"1",22,151.55,1,0,0,0,1,0,0,1,0,0,0,0,0
710,"1",6.30769230769231,15.2458,3,0,1,0,0,1,0,0,0,0,0,0,1
711,"1",24,49.5042,1,0,0,0,0,0,0,1,0,0,0,0,0
712,"0",46.4615384615385,26.55,1,0,0,0,1,0,0,0,1,0,0,0,1
713,"1",48,52,2,0,0,0,1,0,0,0,1,0,0,0,1
714,"0",29,9.4833,1,0,1,0,1,0,0,0,1,0,0,0,1
715,"0",52,13,1,1,0,0,1,0,0,0,1,0,0,0,1
716,"0",19,7.65,1,0,1,0,1,0,0,0,1,0,0,0,1
717,"1",38,227.525,1,0,0,0,0,0,0,1,0,0,0,0,0
718,"1",27,10.5,1,1,0,0,1,0,0,1,0,0,0,0,0
719,"0",34.4230769230769,15.5,1,0,1,1,0,0,0,0,1,0,0,0,1
720,"0",33,7.775,1,0,1,0,1,0,0,0,1,0,0,0,1
721,"1",6,33,2,1,0,0,1,0,0,1,0,0,0,0,0
722,"0",17,7.0542,2,0,1,0,1,0,0,0,1,0,0,0,1
723,"0",34,13,1,1,0,0,1,0,0,0,1,0,0,0,1
724,"0",50,13,1,1,0,0,1,0,0,0,1,0,0,0,1
